"","X","Y","Class","text"
"GO:0001775",10.6560617715657,35.990768666319,"immune system process","cell activation"
"GO:0001776",17.1408671709741,29.3687434417168,"immune system process","leukocyte homeostasis"
"GO:0001777",16.422879961779,32.0736773931921,"immune system process","T cell homeostatic proliferation"
"GO:0001778",6.91069204578147,-14.3232539563849,"stress response","plasma membrane repair"
"GO:0001779",4.90072647316413,43.0518211250565,"immune system process","natural killer cell differentiation"
"GO:0001780",17.2865473285741,29.5882991752501,"immune system process","neutrophil homeostasis"
"GO:0001781",9.25458359417217,18.4848437492803,"immune system process","neutrophil apoptotic process"
"GO:0001782",17.0618881123917,29.1577695971197,"immune system process","B cell homeostasis"
"GO:0001783",7.43382041647781,16.1528586633578,"cell death","B cell apoptotic process"
"GO:0001787",9.90439369133121,44.7002412282645,"immune system process","natural killer cell proliferation"
"GO:0001788",-2.23062319721154,49.6566119234374,"immune system process","antibody-dependent cellular cytotoxicity"
"GO:0001794",-2.6101189363794,47.7765858500479,"immune system process","type IIa hypersensitivity"
"GO:0001796",-0.740823627495215,50.1684657993882,"immune system process","regulation of type IIa hypersensitivity"
"GO:0001797",-0.554557820311771,49.7174281565694,"immune system process","negative regulation of type IIa hypersensitivity"
"GO:0001798",-3.40314676219942,47.9012475702651,"immune system process","positive regulation of type IIa hypersensitivity"
"GO:0001802",-4.70050116259167,44.9357799624508,"immune system process","type III hypersensitivity"
"GO:0001803",-1.52650709204928,50.7532134550044,"immune system process","regulation of type III hypersensitivity"
"GO:0001805",-0.754354992532235,51.2145161354619,"immune system process","positive regulation of type III hypersensitivity"
"GO:0001806",-1.50911099288361,47.4553807021764,"immune system process","type IV hypersensitivity"
"GO:0001807",-0.752363734568623,50.2430173773951,"immune system process","regulation of type IV hypersensitivity"
"GO:0001808",-0.353620670346286,49.7626173808164,"immune system process","negative regulation of type IV hypersensitivity"
"GO:0001809",-1.10969168029954,50.2403629187126,"immune system process","positive regulation of type IV hypersensitivity"
"GO:0001810",-0.460272848697811,49.9246506003553,"immune system process","regulation of type I hypersensitivity"
"GO:0001811",-0.358361228860398,49.7511492449125,"immune system process","negative regulation of type I hypersensitivity"
"GO:0001812",-0.592905948474865,51.1357482180101,"immune system process","positive regulation of type I hypersensitivity"
"GO:0001813",-1.82440187851104,49.0507650594204,"immune system process","regulation of antibody-dependent cellular cytotoxicity"
"GO:0001814",-0.573172358541602,49.7044654816739,"immune system process","negative regulation of antibody-dependent cellular cytotoxicity"
"GO:0001815",-3.36371103158613,50.0241296652574,"immune system process","positive regulation of antibody-dependent cellular cytotoxicity"
"GO:0001816",-10.2464030664532,60.7873596003518,"immune system process","cytokine production"
"GO:0001817",-10.2584966564935,60.7597635833959,"immune system process","regulation of cytokine production"
"GO:0001818",-10.2272368792112,61.2385025005197,"immune system process","negative regulation of cytokine production"
"GO:0001819",-10.435922761609,60.5382392987447,"immune system process","positive regulation of cytokine production"
"GO:0001820",17.1777081617666,-36.5823417378941,"neural related process","serotonin secretion"
"GO:0001821",6.79778452066107,12.3143368888983,"immune system process","histamine secretion"
"GO:0001822",43.6678566448604,14.5599446530405,"morphogenesis/development","kidney development"
"GO:0001823",43.135155164511,14.8086585530652,"morphogenesis/development","mesonephros development"
"GO:0001824",39.5474490046826,5.20061810352268,"morphogenesis/development","blastocyst development"
"GO:0001825",39.5810873737488,4.98383025547046,"morphogenesis/development","blastocyst formation"
"GO:0001826",34.4926731998352,13.3385342218949,"morphogenesis/development","inner cell mass cell differentiation"
"GO:0001827",11.8448929520462,16.3686177316214,"morphogenesis/development","inner cell mass cell fate commitment"
"GO:0001828",35.580316257136,9.09856212805253,"morphogenesis/development","inner cell mass cellular morphogenesis"
"GO:0001829",32.8007962820803,15.4429583770097,"morphogenesis/development","trophectodermal cell differentiation"
"GO:0001830",10.1126328757274,19.3507747386422,"morphogenesis/development","trophectodermal cell fate commitment"
"GO:0001831",39.897992354516,9.70782137517704,"morphogenesis/development","trophectodermal cellular morphogenesis"
"GO:0001832",37.9073268381397,7.99814972336943,"cell cycle","blastocyst growth"
"GO:0001833",29.6534324935627,21.7190220639259,"cell cycle","inner cell mass cell proliferation"
"GO:0001834",28.2383994037158,27.639758334977,"cell cycle","trophectodermal cell proliferation"
"GO:0001835",39.3374542308861,5.6640639118787,"morphogenesis/development","blastocyst hatching"
"GO:0001836",-0.152673145995859,-9.61229204357562,"cell death","release of cytochrome c from mitochondria"
"GO:0001837",30.7962372492574,14.7905991334884,"morphogenesis/development","epithelial to mesenchymal transition"
"GO:0001838",40.287732448191,9.46769685561426,"morphogenesis/development","embryonic epithelial tube formation"
"GO:0001839",41.5514494324009,10.4755907440408,"morphogenesis/development","neural plate morphogenesis"
"GO:0001840",43.0238571197538,12.5290451851845,"morphogenesis/development","neural plate development"
"GO:0001841",40.2823190853527,9.45790054331949,"morphogenesis/development","neural tube formation"
"GO:0001842",40.0232306083059,8.00184480908574,"morphogenesis/development","neural fold formation"
"GO:0001843",39.7166214156025,9.1390123133048,"morphogenesis/development","neural tube closure"
"GO:0001845",2.79206755139,-16.5408012675038,"cellular component organization","phagolysosome assembly"
"GO:0001865",8.20418699494965,41.7072753671511,"immune system process","NK T cell differentiation"
"GO:0001866",11.7463351483733,44.8112668960045,"immune system process","NK T cell proliferation"
"GO:0001867",-9.05776604037967,39.8797377417462,"immune system process","complement activation, lectin pathway"
"GO:0001868",-7.85271756398311,38.598769069482,"immune system process","regulation of complement activation, lectin pathway"
"GO:0001869",-6.84496714067492,37.7570577483488,"immune system process","negative regulation of complement activation, lectin pathway"
"GO:0001878",-19.8852680539021,35.8812468330361,"response to stimulus","response to yeast"
"GO:0001879",-8.52330434516013,27.1811596178751,"response to stimulus","detection of yeast"
"GO:0001880",48.3851467179566,4.76009450548932,"morphogenesis/development","Mullerian duct regression"
"GO:0001881",-0.954588879040623,-24.2017256529552,"protein modification/signaling","receptor recycling"
"GO:0001885",36.8979029453124,17.8926330735502,"morphogenesis/development","endothelial cell development"
"GO:0001886",36.8232712045075,14.6674155036042,"morphogenesis/development","endothelial cell morphogenesis"
"GO:0001887",5.86026220228656,-61.4739971386234,"metabolic process","selenium compound metabolic process"
"GO:0001889",42.6836638029377,4.22384497913833,"morphogenesis/development","liver development"
"GO:0001890",40.8439299499563,4.98044361203615,"morphogenesis/development","placenta development"
"GO:0001892",41.2766015339081,4.87446012122444,"morphogenesis/development","embryonic placenta development"
"GO:0001893",46.3606698430308,0.881150376638391,"morphogenesis/development","maternal placenta development"
"GO:0001894",25.6107284066488,7.48749117910038,"multicellular organismal process","tissue homeostasis"
"GO:0001895",24.3204152520917,5.86935169517951,"multicellular organismal process","retina homeostasis"
"GO:0001905",-3.1690129147708,44.9173523458742,"immune system process","activation of membrane attack complex"
"GO:0001906",-3.72248079441323,47.7429946101549,"immune system process","cell killing"
"GO:0001909",-3.64921652714185,48.0420871845525,"immune system process","leukocyte mediated cytotoxicity"
"GO:0001910",-3.47344323676266,48.9170638439867,"immune system process","regulation of leukocyte mediated cytotoxicity"
"GO:0001911",-2.38131333729843,48.0776386758255,"immune system process","negative regulation of leukocyte mediated cytotoxicity"
"GO:0001912",-3.86355740246131,49.488483858878,"immune system process","positive regulation of leukocyte mediated cytotoxicity"
"GO:0001913",-1.92629752782834,49.8768582647936,"immune system process","T cell mediated cytotoxicity"
"GO:0001914",-2.36299842834391,49.7072979187683,"immune system process","regulation of T cell mediated cytotoxicity"
"GO:0001915",-1.82196296064506,48.6404396878934,"immune system process","negative regulation of T cell mediated cytotoxicity"
"GO:0001916",-2.10383832283381,50.083790146039,"immune system process","positive regulation of T cell mediated cytotoxicity"
"GO:0001919",1.92805380365929,-25.7807156268311,"protein modification/signaling","regulation of receptor recycling"
"GO:0001920",-7.61936228668292,24.6083892249431,"protein modification/signaling","negative regulation of receptor recycling"
"GO:0001921",-5.8659780280982,-18.367259872937,"metabolic process","positive regulation of receptor recycling"
"GO:0001922",17.0851477638206,29.2041134878188,"immune system process","B-1 B cell homeostasis"
"GO:0001923",5.6214828537875,41.7769848450587,"immune system process","B-1 B cell differentiation"
"GO:0001927",-26.161559205839,-34.028748909826,"cellular component organization","exocyst assembly"
"GO:0001928",-5.81387212588798,-13.8336234255607,"cellular component organization","regulation of exocyst assembly"
"GO:0001932",-22.9364327704271,-4.05720434714367,"protein modification/signaling","regulation of protein phosphorylation"
"GO:0001933",-18.8244719240295,-8.26576097487572,"protein modification/signaling","negative regulation of protein phosphorylation"
"GO:0001934",-23.1052992613911,-4.45439966303356,"protein modification/signaling","positive regulation of protein phosphorylation"
"GO:0001935",39.1978867619551,26.1495998818896,"cell cycle","endothelial cell proliferation"
"GO:0001936",39.0281555706347,26.3800432424749,"cell cycle","regulation of endothelial cell proliferation"
"GO:0001937",38.4412260038134,26.7157654604343,"cell cycle","negative regulation of endothelial cell proliferation"
"GO:0001938",39.1569100193007,26.3962351667923,"cell cycle","positive regulation of endothelial cell proliferation"
"GO:0001941",17.9232772645663,-1.68093148457588,"neural related process","postsynaptic membrane organization"
"GO:0001942",52.9567418465516,10.2599922937905,"morphogenesis/development","hair follicle development"
"GO:0001944",44.8113579272028,23.4263932159862,"morphogenesis/development","vasculature development"
"GO:0001945",45.6938568102958,21.3721404247512,"morphogenesis/development","lymph vessel development"
"GO:0001946",43.37765406505,21.2169134066374,"morphogenesis/development","lymphangiogenesis"
"GO:0001947",43.7197105782976,13.2676206528911,"morphogenesis/development","heart looping"
"GO:0001949",28.1027359029471,17.7932958559216,"morphogenesis/development","sebaceous gland cell differentiation"
"GO:0001951",32.0067042242117,-23.6695324569805,"multicellular organismal process","intestinal D-glucose absorption"
"GO:0001952",8.04855397048106,24.5976522669934,"cell adhesion","regulation of cell-matrix adhesion"
"GO:0001953",7.22801986896584,23.9917315226547,"cell adhesion","negative regulation of cell-matrix adhesion"
"GO:0001954",8.25106037467074,24.5016144252403,"cell adhesion","positive regulation of cell-matrix adhesion"
"GO:0001955",32.0165697021254,8.99646045721137,"morphogenesis/development","blood vessel maturation"
"GO:0001956",19.3138888554012,-29.0242817200652,"transport","positive regulation of neurotransmitter secretion"
"GO:0001957",33.4620348671256,7.87369366524359,"multicellular organismal process","intramembranous ossification"
"GO:0001958",33.7733638538634,8.84050899068692,"morphogenesis/development","endochondral ossification"
"GO:0001959",-19.8059235484279,32.8008826143452,"immune system process","regulation of cytokine-mediated signaling pathway"
"GO:0001960",-19.1653657583659,32.5870118541038,"immune system process","negative regulation of cytokine-mediated signaling pathway"
"GO:0001961",-19.5596112569631,33.765258774229,"immune system process","positive regulation of cytokine-mediated signaling pathway"
"GO:0001963",27.7119856984483,-17.5091886610045,"neural related process","synaptic transmission, dopaminergic"
"GO:0001964",32.6255478869058,-14.8622459761994,"neural related process","startle response"
"GO:0001966",33.2448028625117,-14.2489479698732,"neural related process","thigmotaxis"
"GO:0001967",33.642381943701,-14.2509931621736,"multicellular organismal process","suckling behavior"
"GO:0001969",2.72214246437224,42.555736471825,"immune system process","regulation of activation of membrane attack complex"
"GO:0001970",0.794484419784148,46.5901059426824,"immune system process","positive regulation of activation of membrane attack complex"
"GO:0001971",0.102259034379982,40.343466872164,"immune system process","negative regulation of activation of membrane attack complex"
"GO:0001973",-10.2843499037445,18.0595674468898,"receptor related process","G protein-coupled adenosine receptor signaling pathway"
